Datetime,open,high,low,close,volume
2024-01-31 23:00:00+00:00,42656.07,42681.28,42617.75,42630.0,383.63851
2024-01-31 23:01:00+00:00,42629.99,42663.37,42623.92,42624.07,47.95779
2024-01-31 23:02:00+00:00,42624.07,42651.1,42624.07,42641.27,18.42398
2024-01-31 23:03:00+00:00,42641.26,42649.47,42640.24,42649.46,9.04975
2024-01-31 23:04:00+00:00,42649.46,42652.93,42609.17,42625.46,54.81191
2024-01-31 23:05:00+00:00,42625.46,42629.12,42607.75,42625.42,54.9441
2024-01-31 23:06:00+00:00,42625.43,42625.43,42612.94,42612.95,8.42718
2024-01-31 23:07:00+00:00,42612.94,42622.08,42612.9,42622.07,14.05207
2024-01-31 23:08:00+00:00,42622.08,42628.79,42616.0,42616.0,10.24803
2024-01-31 23:09:00+00:00,42616.01,42616.01,42610.0,42610.01,10.49039
2024-01-31 23:10:00+00:00,42610.0,42619.28,42574.4,42585.16,44.62039
2024-01-31 23:11:00+00:00,42585.17,42595.89,42578.82,42595.88,14.02671
2024-01-31 23:12:00+00:00,42595.89,42595.89,42588.23,42594.2,11.04332
2024-01-31 23:13:00+00:00,42594.19,42594.2,42594.19,42594.19,6.37391
2024-01-31 23:14:00+00:00,42594.19,42594.2,42588.38,42588.39,11.47817
2024-01-31 23:15:00+00:00,42588.38,42588.39,42562.31,42562.31,24.02574
2024-01-31 23:16:00+00:00,42562.31,42578.63,42555.46,42578.62,16.30218
2024-01-31 23:17:00+00:00,42578.62,42599.99,42578.62,42599.99,25.49649
2024-01-31 23:18:00+00:00,42599.98,42613.41,42599.98,42613.41,12.35352
2024-01-31 23:19:00+00:00,42613.4,42641.03,42613.4,42641.03,14.44779
2024-01-31 23:20:00+00:00,42641.03,42649.67,42624.23,42624.23,17.7266
2024-01-31 23:21:00+00:00,42624.23,42624.24,42605.27,42607.81,13.06037
2024-01-31 23:22:00+00:00,42607.8,42639.24,42607.76,42634.18,16.20058
2024-01-31 23:23:00+00:00,42634.18,42637.73,42631.64,42637.72,11.92115
2024-01-31 23:24:00+00:00,42637.73,42648.81,42637.72,42648.81,9.21472
2024-01-31 23:25:00+00:00,42648.81,42648.81,42644.0,42644.0,9.60332
2024-01-31 23:26:00+00:00,42644.0,42644.01,42637.72,42637.73,11.34882
2024-01-31 23:27:00+00:00,42637.72,42644.01,42637.68,42644.0,9.21855
2024-01-31 23:28:00+00:00,42644.01,42644.01,42641.03,42641.04,10.17243
2024-01-31 23:29:00+00:00,42641.04,42646.78,42637.87,42637.87,23.74678
2024-01-31 23:30:00+00:00,42637.87,42637.88,42615.4,42615.4,12.08293
2024-01-31 23:31:00+00:00,42615.41,42615.41,42605.23,42605.24,13.59132
2024-01-31 23:32:00+00:00,42605.23,42618.95,42605.23,42618.95,9.1109
2024-01-31 23:33:00+00:00,42618.94,42629.77,42618.94,42629.76,9.23766
2024-01-31 23:34:00+00:00,42629.77,42637.68,42626.25,42637.67,12.88811
2024-01-31 23:35:00+00:00,42637.67,42648.81,42637.67,42648.8,8.83027
2024-01-31 23:36:00+00:00,42648.81,42665.75,42648.0,42665.75,9.22975
2024-01-31 23:37:00+00:00,42665.74,42673.73,42663.45,42673.73,8.93396
2024-01-31 23:38:00+00:00,42673.73,42688.88,42648.0,42648.0,16.46812
2024-01-31 23:39:00+00:00,42648.0,42657.64,42648.0,42657.63,7.61314
2024-01-31 23:40:00+00:00,42657.64,42657.64,42626.0,42626.01,11.98966
2024-01-31 23:41:00+00:00,42626.0,42647.51,42619.2,42647.51,7.67144
2024-01-31 23:42:00+00:00,42647.51,42647.51,42624.79,42624.8,10.63223
2024-01-31 23:43:00+00:00,42624.8,42624.8,42618.74,42618.74,8.92905
2024-01-31 23:44:00+00:00,42618.75,42620.0,42608.89,42619.99,33.77227
2024-01-31 23:45:00+00:00,42620.0,42640.03,42619.99,42640.03,11.95447
2024-01-31 23:46:00+00:00,42640.02,42640.03,42619.95,42619.96,12.99635
2024-01-31 23:47:00+00:00,42619.95,42619.96,42616.01,42616.02,9.06334
2024-01-31 23:48:00+00:00,42616.01,42628.33,42616.01,42628.32,12.2614
2024-01-31 23:49:00+00:00,42628.32,42642.22,42628.32,42642.21,10.4984
2024-01-31 23:50:00+00:00,42642.22,42642.22,42631.06,42631.07,4.58213
2024-01-31 23:51:00+00:00,42631.06,42631.07,42611.1,42611.11,8.80469
2024-01-31 23:52:00+00:00,42611.1,42621.17,42611.1,42618.71,8.74086
2024-01-31 23:53:00+00:00,42618.71,42618.72,42604.55,42615.11,8.99692
2024-01-31 23:54:00+00:00,42615.12,42615.12,42611.27,42611.32,11.16255
2024-01-31 23:55:00+00:00,42611.31,42614.98,42607.91,42614.98,8.67316
2024-01-31 23:56:00+00:00,42614.98,42617.8,42610.55,42617.8,4.74177
2024-01-31 23:57:00+00:00,42617.8,42617.8,42617.79,42617.8,1.95026
2024-01-31 23:58:00+00:00,42617.79,42617.8,42586.23,42590.0,24.15717
2024-01-31 23:59:00+00:00,42589.99,42590.0,42580.0,42580.0,13.93837
2024-02-01 00:00:00+00:00,42580.0,42632.86,42573.46,42632.86,53.79874
2024-02-01 00:01:00+00:00,42632.86,42641.32,42618.01,42641.31,24.61796
2024-02-01 00:02:00+00:00,42641.31,42687.63,42641.31,42668.0,27.69779
2024-02-01 00:03:00+00:00,42668.0,42668.01,42632.89,42632.9,29.72943
2024-02-01 00:04:00+00:00,42632.89,42632.9,42594.17,42607.62,23.87742
2024-02-01 00:05:00+00:00,42607.62,42617.79,42594.17,42594.18,16.91813
2024-02-01 00:06:00+00:00,42594.17,42594.18,42582.77,42582.78,15.31125
