Datetime,open,high,low,close,volume
2022-12-31 23:36:00+00:00,1197.41,1197.41,1197.0,1197.0,76.8147
2022-12-31 23:37:00+00:00,1197.0,1197.43,1197.0,1197.43,73.0851
2022-12-31 23:38:00+00:00,1197.42,1197.43,1197.25,1197.4,62.6215
2022-12-31 23:39:00+00:00,1197.41,1197.41,1197.11,1197.11,31.7119
2022-12-31 23:40:00+00:00,1197.12,1197.12,1196.72,1196.72,34.9381
2022-12-31 23:41:00+00:00,1196.73,1196.89,1196.68,1196.86,60.1976
2022-12-31 23:42:00+00:00,1196.86,1197.09,1196.72,1197.09,65.0605
2022-12-31 23:43:00+00:00,1197.09,1197.09,1196.77,1196.96,39.8234
2022-12-31 23:44:00+00:00,1196.96,1196.96,1196.81,1196.81,38.4852
2022-12-31 23:45:00+00:00,1196.82,1196.98,1196.81,1196.98,14.8667
2022-12-31 23:46:00+00:00,1196.97,1196.99,1196.89,1196.92,39.4659
2022-12-31 23:47:00+00:00,1196.91,1196.92,1196.62,1196.63,47.8803
2022-12-31 23:48:00+00:00,1196.63,1196.63,1196.61,1196.61,11.7011
2022-12-31 23:49:00+00:00,1196.61,1196.62,1196.2,1196.38,116.3301
2022-12-31 23:50:00+00:00,1196.38,1196.38,1196.21,1196.22,40.5462
2022-12-31 23:51:00+00:00,1196.21,1196.22,1196.21,1196.22,3.766
2022-12-31 23:52:00+00:00,1196.21,1196.22,1195.87,1196.07,77.7371
2022-12-31 23:53:00+00:00,1196.08,1196.14,1196.07,1196.14,6.0264
2022-12-31 23:54:00+00:00,1196.14,1196.42,1196.13,1196.41,29.6172
2022-12-31 23:55:00+00:00,1196.41,1196.42,1196.26,1196.26,61.6929
2022-12-31 23:56:00+00:00,1196.26,1196.33,1196.26,1196.33,28.7472
2022-12-31 23:57:00+00:00,1196.32,1196.33,1195.46,1195.73,159.4324
2022-12-31 23:58:00+00:00,1195.73,1195.74,1195.65,1195.65,34.4884
2022-12-31 23:59:00+00:00,1195.66,1196.14,1195.42,1196.13,166.4162
2023-01-01 00:00:00+00:00,1196.13,1196.14,1195.92,1196.13,65.5003
2023-01-01 00:01:00+00:00,1196.13,1196.25,1196.08,1196.09,61.1703
2023-01-01 00:02:00+00:00,1196.09,1196.1,1195.85,1195.85,32.9332
2023-01-01 00:03:00+00:00,1195.85,1195.86,1195.82,1195.82,56.8456
2023-01-01 00:04:00+00:00,1195.82,1196.32,1195.65,1196.32,118.1098
2023-01-01 00:05:00+00:00,1196.31,1196.6,1196.31,1196.6,42.9734
2023-01-01 00:06:00+00:00,1196.6,1196.69,1196.5,1196.51,54.2723
2023-01-01 00:07:00+00:00,1196.51,1196.54,1196.39,1196.39,42.9079
2023-01-01 00:08:00+00:00,1196.39,1196.4,1195.6,1195.61,117.445
2023-01-01 00:09:00+00:00,1195.61,1195.61,1194.9,1195.38,424.789
2023-01-01 00:10:00+00:00,1195.38,1195.81,1195.37,1195.42,81.1273
2023-01-01 00:11:00+00:00,1195.41,1195.48,1195.41,1195.47,13.5809
2023-01-01 00:12:00+00:00,1195.48,1195.48,1195.0,1195.0,44.6856
2023-01-01 00:13:00+00:00,1195.01,1195.01,1194.94,1194.99,28.8897
2023-01-01 00:14:00+00:00,1194.99,1195.0,1194.55,1194.55,60.6552
2023-01-01 00:15:00+00:00,1194.55,1194.69,1194.39,1194.44,202.1262
2023-01-01 00:16:00+00:00,1194.44,1194.9,1194.31,1194.77,134.2799
2023-01-01 00:17:00+00:00,1194.76,1195.18,1194.76,1195.17,53.6234
2023-01-01 00:18:00+00:00,1195.17,1195.55,1195.17,1195.53,181.3283
2023-01-01 00:19:00+00:00,1195.54,1195.98,1195.53,1195.98,30.5325
2023-01-01 00:20:00+00:00,1195.98,1196.04,1195.97,1196.04,15.425
2023-01-01 00:21:00+00:00,1196.04,1196.28,1196.03,1196.28,27.3909
2023-01-01 00:22:00+00:00,1196.27,1196.37,1196.04,1196.04,35.203
2023-01-01 00:23:00+00:00,1196.05,1196.33,1196.04,1196.33,24.2835
2023-01-01 00:24:00+00:00,1196.32,1196.33,1196.06,1196.06,42.5024
2023-01-01 00:25:00+00:00,1196.06,1196.41,1196.06,1196.36,111.9027
2023-01-01 00:26:00+00:00,1196.36,1196.64,1196.29,1196.29,127.7091
2023-01-01 00:27:00+00:00,1196.3,1196.7,1196.29,1196.7,61.9422
2023-01-01 00:28:00+00:00,1196.69,1196.7,1196.69,1196.69,30.5228
2023-01-01 00:29:00+00:00,1196.69,1196.7,1196.61,1196.61,62.8356
2023-01-01 00:30:00+00:00,1196.62,1196.62,1196.26,1196.27,60.6785
2023-01-01 00:31:00+00:00,1196.27,1196.27,1196.26,1196.27,37.7634
2023-01-01 00:32:00+00:00,1196.27,1196.27,1195.55,1195.56,144.5788
2023-01-01 00:33:00+00:00,1195.56,1195.56,1195.55,1195.56,14.658
2023-01-01 00:34:00+00:00,1195.56,1195.56,1193.72,1194.36,240.1619
2023-01-01 00:35:00+00:00,1194.37,1194.37,1193.68,1194.03,213.005
2023-01-01 00:36:00+00:00,1194.02,1194.32,1193.61,1193.64,262.5288
2023-01-01 00:37:00+00:00,1193.63,1193.64,1192.72,1193.28,577.7577
2023-01-01 00:38:00+00:00,1193.28,1193.86,1193.28,1193.68,118.5224
2023-01-01 00:39:00+00:00,1193.68,1194.43,1193.67,1194.22,127.7832
2023-01-01 00:40:00+00:00,1194.22,1194.22,1193.91,1193.97,32.4174
2023-01-01 00:41:00+00:00,1193.97,1193.97,1193.02,1193.32,248.1386
2023-01-01 00:42:00+00:00,1193.31,1193.32,1193.31,1193.32,17.9203
2023-01-01 00:43:00+00:00,1193.32,1193.55,1193.31,1193.54,16.4383
2023-01-01 00:44:00+00:00,1193.54,1194.17,1193.54,1193.64,94.5886
2023-01-01 00:45:00+00:00,1193.64,1193.84,1193.63,1193.78,142.3688
2023-01-01 00:46:00+00:00,1193.77,1194.15,1193.77,1194.15,72.3107
2023-01-01 00:47:00+00:00,1194.14,1195.06,1194.11,1194.98,181.5897
2023-01-01 00:48:00+00:00,1194.99,1194.99,1194.76,1194.92,52.1167
2023-01-01 00:49:00+00:00,1194.92,1194.93,1194.64,1194.64,72.6362
2023-01-01 00:50:00+00:00,1194.65,1194.65,1194.19,1194.19,179.2556
2023-01-01 00:51:00+00:00,1194.19,1194.2,1194.19,1194.19,73.6349
2023-01-01 00:52:00+00:00,1194.2,1194.49,1194.19,1194.48,11.1299
2023-01-01 00:53:00+00:00,1194.48,1194.58,1194.48,1194.58,38.4406
2023-01-01 00:54:00+00:00,1194.57,1195.06,1194.57,1194.82,184.3123
2023-01-01 00:55:00+00:00,1194.82,1194.87,1194.81,1194.83,30.0997
2023-01-01 00:56:00+00:00,1194.83,1195.04,1194.83,1195.03,25.4257
2023-01-01 00:57:00+00:00,1195.03,1195.04,1194.98,1195.04,23.8575
2023-01-01 00:58:00+00:00,1195.04,1195.04,1194.16,1194.23,144.0958
2023-01-01 00:59:00+00:00,1194.24,1194.24,1194.09,1194.09,63.676
2023-01-01 01:00:00+00:00,1194.09,1194.1,1193.84,1194.07,79.2867
2023-01-01 01:01:00+00:00,1194.08,1194.33,1194.07,1194.24,69.0529
2023-01-01 01:02:00+00:00,1194.25,1194.84,1194.24,1194.69,44.2674
2023-01-01 01:03:00+00:00,1194.69,1194.82,1194.69,1194.7,36.1492
2023-01-01 01:04:00+00:00,1194.69,1194.7,1193.96,1194.1,160.9565
2023-01-01 01:05:00+00:00,1194.11,1194.11,1194.1,1194.11,5.2683
2023-01-01 01:06:00+00:00,1194.1,1194.19,1194.1,1194.18,32.9878
2023-01-01 01:07:00+00:00,1194.19,1194.32,1194.18,1194.32,29.0117
2023-01-01 01:08:00+00:00,1194.31,1194.32,1194.31,1194.31,13.032
2023-01-01 01:09:00+00:00,1194.32,1195.75,1194.31,1195.69,419.8686
2023-01-01 01:10:00+00:00,1195.7,1195.75,1195.69,1195.74,20.959
2023-01-01 01:11:00+00:00,1195.75,1195.75,1195.73,1195.74,22.3192
2023-01-01 01:12:00+00:00,1195.73,1195.74,1195.38,1195.38,37.7503
2023-01-01 01:13:00+00:00,1195.39,1195.48,1195.38,1195.45,168.4706
2023-01-01 01:14:00+00:00,1195.45,1195.52,1195.38,1195.38,36.4208
2023-01-01 01:15:00+00:00,1195.38,1195.49,1195.38,1195.48,31.7237
2023-01-01 01:16:00+00:00,1195.49,1195.49,1195.23,1195.23,28.5524
2023-01-01 01:17:00+00:00,1195.24,1195.36,1195.23,1195.35,24.9439
2023-01-01 01:18:00+00:00,1195.35,1195.38,1195.29,1195.37,14.7781
2023-01-01 01:19:00+00:00,1195.38,1195.38,1195.37,1195.38,13.7519
2023-01-01 01:20:00+00:00,1195.37,1195.38,1195.37,1195.38,33.3368
2023-01-01 01:21:00+00:00,1195.38,1195.38,1195.01,1195.02,78.5339
2023-01-01 01:22:00+00:00,1195.02,1195.17,1195.01,1195.16,14.1635
2023-01-01 01:23:00+00:00,1195.17,1195.17,1195.05,1195.06,71.6342
2023-01-01 01:24:00+00:00,1195.06,1195.61,1195.05,1195.6,50.919
2023-01-01 01:25:00+00:00,1195.6,1195.61,1195.4,1195.4,34.5081
2023-01-01 01:26:00+00:00,1195.41,1195.41,1195.29,1195.38,92.9254
2023-01-01 01:27:00+00:00,1195.38,1195.38,1195.37,1195.38,5.3848
2023-01-01 01:28:00+00:00,1195.37,1195.38,1195.37,1195.37,19.6789
2023-01-01 01:29:00+00:00,1195.37,1195.46,1195.37,1195.45,19.2755
2023-01-01 01:30:00+00:00,1195.45,1195.47,1195.45,1195.46,55.4957
2023-01-01 01:31:00+00:00,1195.47,1195.47,1195.13,1195.14,89.685
2023-01-01 01:32:00+00:00,1195.14,1195.14,1195.13,1195.14,31.0717
2023-01-01 01:33:00+00:00,1195.13,1195.14,1195.13,1195.14,13.7729
2023-01-01 01:34:00+00:00,1195.13,1195.14,1195.13,1195.14,22.2813
2023-01-01 01:35:00+00:00,1195.14,1195.14,1195.13,1195.14,66.7484
2023-01-01 01:36:00+00:00,1195.13,1195.58,1195.13,1195.19,133.428
2023-01-01 01:37:00+00:00,1195.2,1195.2,1194.72,1194.72,82.9774
2023-01-01 01:38:00+00:00,1194.72,1194.78,1194.72,1194.78,41.3683
2023-01-01 01:39:00+00:00,1194.77,1194.78,1194.72,1194.73,38.7617
2023-01-01 01:40:00+00:00,1194.73,1195.32,1194.72,1195.11,64.9026
2023-01-01 01:41:00+00:00,1195.11,1195.17,1195.11,1195.16,21.2568
2023-01-01 01:42:00+00:00,1195.16,1195.32,1195.16,1195.22,52.9513
2023-01-01 01:43:00+00:00,1195.23,1195.31,1195.09,1195.1,7.3347
2023-01-01 01:44:00+00:00,1195.09,1195.11,1194.92,1194.92,93.5134
2023-01-01 01:45:00+00:00,1194.92,1194.96,1194.92,1194.95,11.8514
2023-01-01 01:46:00+00:00,1194.96,1195.11,1194.95,1195.1,17.0564
2023-01-01 01:47:00+00:00,1195.1,1195.13,1195.1,1195.13,6.0217
2023-01-01 01:48:00+00:00,1195.13,1195.13,1195.12,1195.12,13.4287
2023-01-01 01:49:00+00:00,1195.13,1195.54,1195.12,1195.53,63.8311
2023-01-01 01:50:00+00:00,1195.54,1195.7,1195.53,1195.7,40.1789
2023-01-01 01:51:00+00:00,1195.7,1195.7,1195.56,1195.56,43.3835
2023-01-01 01:52:00+00:00,1195.56,1195.57,1195.26,1195.26,61.2827
2023-01-01 01:53:00+00:00,1195.26,1195.38,1195.26,1195.35,49.8725
2023-01-01 01:54:00+00:00,1195.36,1195.36,1195.35,1195.35,14.3579
2023-01-01 01:55:00+00:00,1195.35,1195.65,1195.35,1195.64,31.5331
2023-01-01 01:56:00+00:00,1195.65,1196.07,1195.64,1196.06,45.1738
2023-01-01 01:57:00+00:00,1196.07,1196.28,1196.06,1196.24,89.002
2023-01-01 01:58:00+00:00,1196.23,1196.37,1196.0,1196.0,108.1415
2023-01-01 01:59:00+00:00,1196.01,1196.08,1196.0,1196.02,36.6324
2023-01-01 02:00:00+00:00,1196.01,1196.02,1194.31,1194.31,617.1592
2023-01-01 02:01:00+00:00,1194.32,1194.72,1194.13,1194.72,220.0105
2023-01-01 02:02:00+00:00,1194.72,1194.75,1194.66,1194.67,77.066
2023-01-01 02:03:00+00:00,1194.66,1194.67,1194.29,1194.29,107.4195
2023-01-01 02:04:00+00:00,1194.29,1194.3,1194.11,1194.21,88.1629
2023-01-01 02:05:00+00:00,1194.21,1194.33,1194.2,1194.22,16.1621
2023-01-01 02:06:00+00:00,1194.22,1194.29,1194.21,1194.28,26.2293
2023-01-01 02:07:00+00:00,1194.29,1194.29,1194.27,1194.28,22.5609
2023-01-01 02:08:00+00:00,1194.28,1194.31,1194.27,1194.31,38.9326
2023-01-01 02:09:00+00:00,1194.3,1194.37,1194.3,1194.37,15.6971
2023-01-01 02:10:00+00:00,1194.36,1194.37,1194.28,1194.29,52.1952
2023-01-01 02:11:00+00:00,1194.29,1194.29,1194.18,1194.18,136.8618
2023-01-01 02:12:00+00:00,1194.19,1194.22,1194.18,1194.22,14.3673
2023-01-01 02:13:00+00:00,1194.21,1194.22,1194.12,1194.22,52.8125
2023-01-01 02:14:00+00:00,1194.22,1195.44,1194.21,1195.22,209.8672
2023-01-01 02:15:00+00:00,1195.21,1195.22,1195.11,1195.2,25.6745
2023-01-01 02:16:00+00:00,1195.21,1195.38,1195.2,1195.32,29.7688
2023-01-01 02:17:00+00:00,1195.32,1195.33,1195.02,1195.04,43.3874
2023-01-01 02:18:00+00:00,1195.03,1195.04,1195.03,1195.04,10.3158
2023-01-01 02:19:00+00:00,1195.04,1195.34,1195.03,1195.33,12.7362
2023-01-01 02:20:00+00:00,1195.33,1195.36,1195.3,1195.3,103.6696
2023-01-01 02:21:00+00:00,1195.3,1195.64,1195.18,1195.18,183.2466
2023-01-01 02:22:00+00:00,1195.19,1195.36,1195.18,1195.35,45.8901
2023-01-01 02:23:00+00:00,1195.35,1195.45,1195.35,1195.45,17.2133
2023-01-01 02:24:00+00:00,1195.44,1195.45,1195.38,1195.38,25.5901
2023-01-01 02:25:00+00:00,1195.38,1195.39,1195.38,1195.38,4.6786
2023-01-01 02:26:00+00:00,1195.39,1195.95,1195.38,1195.95,114.2379
2023-01-01 02:27:00+00:00,1195.95,1195.95,1195.83,1195.83,27.7179
2023-01-01 02:28:00+00:00,1195.84,1196.13,1195.83,1196.13,38.182
2023-01-01 02:29:00+00:00,1196.12,1196.13,1195.94,1196.12,92.8011
2023-01-01 02:30:00+00:00,1196.13,1196.23,1196.08,1196.08,54.1582
2023-01-01 02:31:00+00:00,1196.08,1196.19,1196.05,1196.19,54.6
2023-01-01 02:32:00+00:00,1196.19,1196.43,1196.18,1196.43,75.7891
2023-01-01 02:33:00+00:00,1196.43,1196.7,1196.42,1196.61,109.9796
2023-01-01 02:34:00+00:00,1196.6,1196.74,1196.6,1196.74,13.2893
2023-01-01 02:35:00+00:00,1196.74,1196.74,1196.26,1196.3,140.2349
2023-01-01 02:36:00+00:00,1196.29,1196.3,1196.0,1196.0,22.4662
2023-01-01 02:37:00+00:00,1196.01,1196.01,1196.0,1196.01,3.6413
2023-01-01 02:38:00+00:00,1196.0,1196.06,1196.0,1196.05,25.0172
2023-01-01 02:39:00+00:00,1196.06,1196.06,1195.9,1195.9,60.4762
2023-01-01 02:40:00+00:00,1195.9,1195.91,1195.61,1195.61,106.0448
2023-01-01 02:41:00+00:00,1195.62,1195.62,1195.61,1195.62,17.9755
2023-01-01 02:42:00+00:00,1195.61,1195.62,1195.61,1195.61,19.0653
2023-01-01 02:43:00+00:00,1195.61,1195.62,1195.45,1195.46,20.1987
2023-01-01 02:44:00+00:00,1195.45,1195.46,1195.27,1195.27,22.9977
2023-01-01 02:45:00+00:00,1195.28,1195.58,1195.27,1195.57,46.6965
2023-01-01 02:46:00+00:00,1195.57,1195.67,1195.51,1195.66,75.3119
2023-01-01 02:47:00+00:00,1195.67,1195.71,1195.66,1195.71,10.9561
2023-01-01 02:48:00+00:00,1195.71,1195.71,1195.65,1195.65,36.7058
2023-01-01 02:49:00+00:00,1195.65,1195.66,1195.65,1195.66,6.301
2023-01-01 02:50:00+00:00,1195.66,1195.66,1195.65,1195.65,4.7961
2023-01-01 02:51:00+00:00,1195.66,1195.66,1195.65,1195.65,4.2903
2023-01-01 02:52:00+00:00,1195.66,1195.72,1195.65,1195.7,34.3813
2023-01-01 02:53:00+00:00,1195.7,1195.71,1195.52,1195.57,91.985
2023-01-01 02:54:00+00:00,1195.56,1195.57,1195.44,1195.45,33.2962
2023-01-01 02:55:00+00:00,1195.45,1195.45,1195.4,1195.4,21.0515
2023-01-01 02:56:00+00:00,1195.41,1195.41,1195.39,1195.39,53.1928
2023-01-01 02:57:00+00:00,1195.39,1195.4,1195.33,1195.33,8.9522
2023-01-01 02:58:00+00:00,1195.34,1195.34,1195.33,1195.33,43.0028
2023-01-01 02:59:00+00:00,1195.34,1195.41,1195.33,1195.4,64.5801
2023-01-01 03:00:00+00:00,1195.41,1195.41,1192.85,1193.27,1368.9497
2023-01-01 03:01:00+00:00,1193.28,1193.57,1192.28,1193.56,519.4553
2023-01-01 03:02:00+00:00,1193.56,1193.73,1192.66,1192.93,137.6201
2023-01-01 03:03:00+00:00,1192.94,1193.53,1192.75,1192.75,222.9636
2023-01-01 03:04:00+00:00,1192.76,1193.18,1192.75,1193.09,121.9251
2023-01-01 03:05:00+00:00,1193.09,1193.17,1192.85,1193.16,96.7429
2023-01-01 03:06:00+00:00,1193.17,1193.41,1193.07,1193.36,137.9266
2023-01-01 03:07:00+00:00,1193.36,1193.45,1193.36,1193.44,59.8322
2023-01-01 03:08:00+00:00,1193.45,1193.45,1193.44,1193.45,19.9055
2023-01-01 03:09:00+00:00,1193.44,1193.57,1193.4,1193.57,190.1357
2023-01-01 03:10:00+00:00,1193.57,1193.57,1193.25,1193.26,130.053
2023-01-01 03:11:00+00:00,1193.25,1193.34,1193.25,1193.34,50.5734
2023-01-01 03:12:00+00:00,1193.33,1193.34,1193.18,1193.18,88.8092
2023-01-01 03:13:00+00:00,1193.18,1193.37,1193.18,1193.36,32.0842
2023-01-01 03:14:00+00:00,1193.36,1193.37,1193.13,1193.2,245.8765
2023-01-01 03:15:00+00:00,1193.19,1193.2,1192.63,1192.88,125.0478
2023-01-01 03:16:00+00:00,1192.88,1192.89,1192.85,1192.86,65.8051
2023-01-01 03:17:00+00:00,1192.85,1192.86,1192.19,1192.33,96.9566
2023-01-01 03:18:00+00:00,1192.32,1192.33,1192.18,1192.19,158.3182
2023-01-01 03:19:00+00:00,1192.19,1192.19,1191.71,1191.95,524.3421
2023-01-01 03:20:00+00:00,1191.95,1192.47,1191.94,1192.47,97.4974
2023-01-01 03:21:00+00:00,1192.47,1192.83,1192.42,1192.82,164.5804
2023-01-01 03:22:00+00:00,1192.83,1193.4,1192.73,1193.1,458.1654
2023-01-01 03:23:00+00:00,1193.1,1193.31,1193.1,1193.3,75.2173
2023-01-01 03:24:00+00:00,1193.31,1193.4,1193.3,1193.39,48.6654
2023-01-01 03:25:00+00:00,1193.4,1193.4,1193.38,1193.38,34.4545
2023-01-01 03:26:00+00:00,1193.38,1193.39,1193.23,1193.23,57.5051
2023-01-01 03:27:00+00:00,1193.24,1193.38,1193.23,1193.37,46.1198
2023-01-01 03:28:00+00:00,1193.37,1193.38,1193.33,1193.35,117.3457
2023-01-01 03:29:00+00:00,1193.36,1193.39,1193.35,1193.38,192.1207
2023-01-01 03:30:00+00:00,1193.39,1193.39,1193.17,1193.19,100.549
2023-01-01 03:31:00+00:00,1193.19,1193.19,1193.18,1193.18,114.9211
2023-01-01 03:32:00+00:00,1193.19,1193.19,1193.18,1193.18,20.4189
2023-01-01 03:33:00+00:00,1193.18,1193.49,1193.18,1193.49,78.9266
2023-01-01 03:34:00+00:00,1193.48,1193.51,1193.4,1193.41,75.198
2023-01-01 03:35:00+00:00,1193.4,1193.41,1193.31,1193.32,214.3426
2023-01-01 03:36:00+00:00,1193.32,1193.4,1193.31,1193.39,23.483
2023-01-01 03:37:00+00:00,1193.4,1193.4,1193.34,1193.34,28.8884
2023-01-01 03:38:00+00:00,1193.34,1193.54,1193.34,1193.52,83.4703
2023-01-01 03:39:00+00:00,1193.52,1193.87,1193.52,1193.86,13.0691
2023-01-01 03:40:00+00:00,1193.87,1193.98,1193.83,1193.83,63.3805
2023-01-01 03:41:00+00:00,1193.83,1193.84,1193.83,1193.83,27.9119
2023-01-01 03:42:00+00:00,1193.84,1193.84,1193.82,1193.83,41.7659
2023-01-01 03:43:00+00:00,1193.83,1194.0,1193.82,1194.0,30.6521
2023-01-01 03:44:00+00:00,1193.99,1194.0,1193.99,1194.0,7.0023
2023-01-01 03:45:00+00:00,1194.0,1194.0,1193.99,1193.99,22.5642
2023-01-01 03:46:00+00:00,1194.0,1194.0,1193.81,1193.91,204.2877
2023-01-01 03:47:00+00:00,1193.91,1193.92,1193.88,1193.89,42.8576
2023-01-01 03:48:00+00:00,1193.88,1193.99,1193.88,1193.94,61.1162
2023-01-01 03:49:00+00:00,1193.95,1194.04,1193.94,1194.04,34.2601
2023-01-01 03:50:00+00:00,1194.03,1194.04,1193.75,1193.75,162.7846
2023-01-01 03:51:00+00:00,1193.76,1193.76,1193.75,1193.75,19.4269
2023-01-01 03:52:00+00:00,1193.75,1194.04,1193.75,1194.03,89.3824
2023-01-01 03:53:00+00:00,1194.03,1194.04,1194.03,1194.04,24.6102
2023-01-01 03:54:00+00:00,1194.04,1194.39,1194.03,1194.39,75.9287
2023-01-01 03:55:00+00:00,1194.38,1194.39,1194.02,1194.03,89.7664
2023-01-01 03:56:00+00:00,1194.03,1194.03,1193.95,1193.95,11.1431
2023-01-01 03:57:00+00:00,1193.96,1194.05,1193.95,1194.05,23.8577
2023-01-01 03:58:00+00:00,1194.05,1194.05,1194.04,1194.05,16.73
2023-01-01 03:59:00+00:00,1194.04,1194.05,1194.04,1194.04,5.7307
2023-01-01 04:00:00+00:00,1194.05,1194.05,1193.45,1193.53,180.1927
2023-01-01 04:01:00+00:00,1193.54,1193.54,1193.53,1193.54,12.911
2023-01-01 04:02:00+00:00,1193.53,1193.54,1193.53,1193.54,18.8759
2023-01-01 04:03:00+00:00,1193.54,1193.92,1193.53,1193.79,74.4449
2023-01-01 04:04:00+00:00,1193.8,1193.8,1193.79,1193.79,6.6633
2023-01-01 04:05:00+00:00,1193.79,1193.8,1193.61,1193.62,43.1742
2023-01-01 04:06:00+00:00,1193.61,1193.62,1193.45,1193.61,77.4592
2023-01-01 04:07:00+00:00,1193.61,1193.62,1193.31,1193.32,39.8395
2023-01-01 04:08:00+00:00,1193.32,1193.49,1192.82,1193.48,391.7016
2023-01-01 04:09:00+00:00,1193.49,1193.49,1192.79,1192.8,130.83
2023-01-01 04:10:00+00:00,1192.79,1192.96,1192.66,1192.95,230.3648
2023-01-01 04:11:00+00:00,1192.95,1192.98,1192.93,1192.97,118.711
2023-01-01 04:12:00+00:00,1192.97,1193.25,1192.97,1193.24,63.1663
2023-01-01 04:13:00+00:00,1193.24,1193.25,1193.08,1193.09,54.7489
2023-01-01 04:14:00+00:00,1193.08,1193.09,1192.63,1192.64,137.1559
2023-01-01 04:15:00+00:00,1192.63,1192.64,1192.63,1192.64,54.4722
2023-01-01 04:16:00+00:00,1192.64,1192.64,1192.24,1192.41,215.437
2023-01-01 04:17:00+00:00,1192.42,1192.85,1192.41,1192.8,176.8577
2023-01-01 04:18:00+00:00,1192.79,1192.8,1192.79,1192.79,21.7684
2023-01-01 04:19:00+00:00,1192.8,1192.8,1192.3,1192.51,103.7109
2023-01-01 04:20:00+00:00,1192.51,1192.62,1191.81,1191.93,217.6667
2023-01-01 04:21:00+00:00,1191.94,1192.1,1190.57,1191.54,1658.5869
2023-01-01 04:22:00+00:00,1191.54,1192.09,1191.54,1192.09,207.6807
2023-01-01 04:23:00+00:00,1192.08,1192.26,1191.96,1192.25,131.8911
2023-01-01 04:24:00+00:00,1192.25,1192.26,1192.07,1192.18,39.7725
2023-01-01 04:25:00+00:00,1192.18,1192.3,1192.18,1192.29,14.5387
2023-01-01 04:26:00+00:00,1192.29,1192.76,1192.29,1192.75,40.3817
2023-01-01 04:27:00+00:00,1192.75,1192.8,1192.75,1192.79,41.2594
2023-01-01 04:28:00+00:00,1192.79,1192.8,1192.79,1192.79,4.928
2023-01-01 04:29:00+00:00,1192.8,1192.8,1192.17,1192.18,123.2675
2023-01-01 04:30:00+00:00,1192.18,1192.18,1192.16,1192.16,21.9661
2023-01-01 04:31:00+00:00,1192.16,1192.17,1192.16,1192.16,5.9778
2023-01-01 04:32:00+00:00,1192.16,1192.17,1192.16,1192.17,6.6056
